"","genus","Aging_16S_negative_CTRL_S48_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_100_S51_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_101_S54_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_102_S55_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_103_S69_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_104_S70_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_105_S82_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_106_S83_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_107_S85_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_108_S86_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_109_S87_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_200_S49_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_201_S50_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_202_S52_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_203_S53_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_204_S56_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_205_S65_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_206_S66_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_207_S71_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_208_S72_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_209_S84_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_300_S67_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_301_S68_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_302_S81_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_100_S59_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_101_S62_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_102_S63_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_103_S77_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_104_S78_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_105_S89_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_106_S90_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_107_S92_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_108_S93_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_109_S94_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_200_S57_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_201_S58_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_202_S60_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_203_S61_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_204_S64_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_205_S73_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_206_S74_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_207_S79_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_208_S80_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_209_S91_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_300_S75_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_301_S76_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_302_S88_L001.clean.fasta","Aging_16S_stool1_14_194J_100_S5_L001.clean.fasta","Aging_16S_stool1_14_194J_101_S11_L001.clean.fasta","Aging_16S_stool1_14_194J_102_S13_L001.clean.fasta","Aging_16S_stool1_14_194J_103_S25_L001.clean.fasta","Aging_16S_stool1_14_194J_104_S27_L001.clean.fasta","Aging_16S_stool1_14_194J_105_S35_L001.clean.fasta","Aging_16S_stool1_14_194J_106_S37_L001.clean.fasta","Aging_16S_stool1_14_194J_107_S41_L001.clean.fasta","Aging_16S_stool1_14_194J_108_S43_L001.clean.fasta","Aging_16S_stool1_14_194J_109_S45_L001.clean.fasta","Aging_16S_stool1_14_194J_200_S1_L001.clean.fasta","Aging_16S_stool1_14_194J_201_S3_L001.clean.fasta","Aging_16S_stool1_14_194J_202_S7_L001.clean.fasta","Aging_16S_stool1_14_194J_203_S9_L001.clean.fasta","Aging_16S_stool1_14_194J_204_S15_L001.clean.fasta","Aging_16S_stool1_14_194J_205_S17_L001.clean.fasta","Aging_16S_stool1_14_194J_206_S19_L001.clean.fasta","Aging_16S_stool1_14_194J_207_S29_L001.clean.fasta","Aging_16S_stool1_14_194J_208_S31_L001.clean.fasta","Aging_16S_stool1_14_194J_209_S39_L001.clean.fasta","Aging_16S_stool1_14_194J_300_S21_L001.clean.fasta","Aging_16S_stool1_14_194J_301_S23_L001.clean.fasta","Aging_16S_stool1_14_194J_302_S33_L001.clean.fasta","Aging_16S_stool2_14_194J_100_S6_L001.clean.fasta","Aging_16S_stool2_14_194J_101_S12_L001.clean.fasta","Aging_16S_stool2_14_194J_102_S14_L001.clean.fasta","Aging_16S_stool2_14_194J_103_S26_L001.clean.fasta","Aging_16S_stool2_14_194J_104_S28_L001.clean.fasta","Aging_16S_stool2_14_194J_105_S36_L001.clean.fasta","Aging_16S_stool2_14_194J_106_S38_L001.clean.fasta","Aging_16S_stool2_14_194J_107_S42_L001.clean.fasta","Aging_16S_stool2_14_194J_108_S44_L001.clean.fasta","Aging_16S_stool2_14_194J_109_S46_L001.clean.fasta","Aging_16S_stool2_14_194J_200_S2_L001.clean.fasta","Aging_16S_stool2_14_194J_201_S4_L001.clean.fasta","Aging_16S_stool2_14_194J_202_S8_L001.clean.fasta","Aging_16S_stool2_14_194J_203_S10_L001.clean.fasta","Aging_16S_stool2_14_194J_204_S16_L001.clean.fasta","Aging_16S_stool2_14_194J_205_S18_L001.clean.fasta","Aging_16S_stool2_14_194J_206_S20_L001.clean.fasta","Aging_16S_stool2_14_194J_207_S30_L001.clean.fasta","Aging_16S_stool2_14_194J_208_S32_L001.clean.fasta","Aging_16S_stool2_14_194J_209_S40_L001.clean.fasta","Aging_16S_stool2_14_194J_300_S22_L001.clean.fasta","Aging_16S_stool2_14_194J_301_S24_L001.clean.fasta","Aging_16S_stool2_14_194J_302_S34_L001.clean.fasta","Aging_16S_tongue_dorsum_sample_as_negative_CTRL_S47_L001.clean.fasta","Diaz_16S_Mock_community_Pool1_S95_L001.clean.fasta","Diaz_16S_Mock_community_Pool2_S96_L001.clean.fasta"
"33","Catonella",0,0.00216372160115399,0.00598943041691133,0.0123431602570642,0.000364963503649635,0.0056842815164507,0.00228650959339895,0.0027315819072869,0,0.0076555023923445,0.00442653039190989,0.00309252845126175,0.000678491809634584,0.00321750321750322,0.00905562742561449,0.00125638663204623,0.00430798151484295,0,0.00614405211340588,0,0.00354160290323991,0.00559974546611518,0,0.00480769230769231,0.00199052783307022,0.00410407309896237,0.0133211223045542,0.000403063280935107,0.00562899247359433,0.00123674911660777,0.00225988700564972,0,0.00850746268656716,0.00489602016578603,0.00221556105825622,0.000696055684454757,0.00282709487730408,0.00922671353251318,0.0017764857881137,0.0053337643445935,0,0.00645549537720882,0.00291753112033195,0.00330578512396694,0.00610099974365547,0,0.00444444444444444,0.00047192071731949,0.000313971742543171,0,0,0.000885445489762036,0,0,0,0,0,0,0,0,0,0.000148706255576485,0,0.0014505600773632,0.000446030330062444,0.00110791048083315,0.000254339670630127,0.000368935620734182,0.000360967392612201,0,9.87361769352291e-05,0.00041751163068114,0.000677310111272375,0,0.000928576955815213,0.000731199730018561,0,0,0,0,0,0,0,0,0.000141342756183746,0,0.00119928043174096,0.000671591672263264,0.000594471415832755,0.000113778586869951,0.000259201658890617,0.000679611650485437,7.04622322435175e-05,0,0,0
"34","Cellulosibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40247242579021e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000304630381803412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109649122807018,0,0,0,0,0,0,0,0,0.000130975769482646,0,9.59969280983009e-05,0.000186671644577189,0,0,0,0,0,0,0,0,0,0,0.000140924464487035,0,0,0
"35","Cloacibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000157306905773163,7.84929356357928e-05,0.000163988192850115,0,0,0,0,0.000681796045582936,0,0,0,0.000410088168956326,0,0,9.91375037176564e-05,0,8.05866709646224e-05,0,0,0.000254339670630127,0,6.01612321020335e-05,0,0.000296208530805687,5.96445186687343e-05,9.67585873246251e-05,0,0,0,0,0.000786240786240786,0,0,0,0.000373343289154377,0,0,0.000141342756183746,0,0.000249850089946032,0.000268636668905306,0,0.000113778586869951,8.6400552963539e-05,0,0,0,0,0
"36","Clostridium IV",0,0,0,0.00163215342242171,0,9.63437545161134e-05,0,0,0.00320753429331877,0.00107655502392345,0.000215928311800482,0.00049480455220188,0,0,0,0.000251277326409247,0.00133155792276964,0,0.000296098897031608,0,0,0,0,0,0,0,0.00116559820164849,0,6.32471064448801e-05,0.000353356890459364,0.000564971751412429,0.00690525197530045,0.000970149253731343,0.000242377235930002,0.000260654242147791,0,3.76945983640544e-05,0,0.000322997416020672,0.00145466300307096,0,0,6.48340248962656e-05,0,0,0,0.000103359173126615,0.000314613811546326,0.000549450549450549,0.000819940964250574,0.00131891321551042,0.00354178195904815,0.00411128632574904,0.0596013420169725,0.00428557514366417,0.00995125913891145,0.00296359017781541,0.00356589147286822,0.00451096985851959,0.00350121195798546,0.00558735350231671,0.0354912263309209,0.00179508423087545,0.00193408010315094,0.00490633363068689,0.00421005982716596,0.00928339797799961,0.00332042058660764,0.00228612681987727,0.0229166666666667,0.00157977883096367,0.000596445186687344,0.00406386066763425,0.000915052615525393,0.00402383347519925,0.0140615332695877,0.0571805586100726,0.00471744471744471,0.00798952193844139,0.00726495726495727,0.00854372660074878,0.00560014933731566,0.00131955135254014,0.00666365484526767,0.025583038869258,0.00227610094012865,0.00309814111533079,0.00779046339825386,0.0021797285247201,0.0211628171578109,0.00285121824779679,0.00582524271844661,0.0245208568207441,0,0,0
"37","Clostridium XI",0,0.000120206755619666,0.000234879624192601,0.0023462205447312,0.00218978102189781,0.00101160942241919,0.00258474997514663,0.00224953804129509,0,0.00263157894736842,0.00133155792276964,0.00074220682830282,0.000969274013763691,4.59643316786174e-05,0,0.0138202529525086,0.00156653873267017,0.000867804454729535,0.0031830631430898,0,8.7446985265183e-05,0.00108176901049952,0.00233106478752479,0.00105769230769231,0.000137277781591049,0.000154870682979712,0.00249771043210391,0.000806126561870214,0.000948706596673202,0.00282685512367491,0.00169491525423729,0,0.00231343283582089,0.000824082602162005,0.000521308484295582,0.00255220417633411,0,0,0.0140503875968992,0.0012122191692258,0.00142090306283549,0.00218830351769791,0.00103734439834025,0.000206611570247934,0.000666495770315304,0.00207168013258753,0.00082687338501292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000247843759294141,0,0,0,0,0.000699434094232848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000706713780918728,0,0,0,0,0.000455114347479804,0,0,0,0,0,0
"38","Clostridium XlVa",0,0.00108186080057699,0.000234879624192601,0.00132612465571764,0.000364963503649635,0.0021195625993545,0.000795307684660504,0.0029726038402828,0.00218385313587661,0.00526315789473684,0.000539820779501205,0.00049480455220188,0.00358631385092565,4.59643316786174e-05,0,0.00477426920177569,0.0122973290514608,0.00101243853051779,0.00429343400695833,0,0.0015303222421407,0.000509067769646834,0.000857403140239001,0.00125,0.00137277781591049,0.00038717670744928,0.00095745566563983,0,0.00290936689646448,0.000530035335689046,0.00254237288135593,0.00139432972578182,0.00671641791044777,0.000630180813418004,0.000521308484295582,0.00510440835266822,7.53891967281088e-05,0,0.00339147286821706,0.0129303378050752,0.000315756236185664,0.00508780567864763,0.000389004149377594,0.00132231404958678,0.000410151243270957,0.000621504039776258,0.00196382428940569,0.00991033506370931,0.00855572998430141,0.0245982289275172,0.00830915325771564,0.00376314333148865,0.00208380265825636,0.00828892835997631,0.00107139378591604,0.00101543460601137,0.00465707027942422,0.00511627906976744,0.00543366823867131,0.000134661998384056,0.0192150449713818,0.00570040646376524,0.00690417011875173,0.0147473607865259,0.004014272970562,0.0159539109239973,0.00438735931836968,0.0195535878989116,0.00776079894116231,0.00416666666666667,0.0166864139020537,0.00811165453894787,0.05418480890179,0.00549031569315235,0.00224406097655343,0.0131053490072558,0.00703760721354739,0.00167076167076167,0.000785854616895874,0.00242165242165243,0.0122876067965825,0.00532014187044988,0.000329887838135034,0.00666365484526768,0.00749116607773852,0.00663038099950519,0.017439536278233,0.00591000671591671,0.0138709997027643,0.00466492206166799,0.0279073786072231,0.0101941747572816,0.00458004509582863,0,0,0
"39","Clostridium XlVb",0,0.000360620266858997,0.000939518496770405,0,0,0.0011079531769353,0.00198826921165126,0.00329396641761067,0,0.000239234449760766,3.5988051966747e-05,0,9.69274013763691e-05,0,0,0,0.000234980809900525,0,0,0,0.00279830352848586,0,0.00142007395102085,0,0.000274555563182099,0.00077435341489856,4.16285072017317e-05,0.000201531640467553,0.00132818923534248,0.000706713780918728,0.00254237288135594,0,0.000223880597014925,0,0,0,0,0,0,0.000242443833845159,0,0,0.000324170124481328,0.00297520661157025,0,0.00145017609281127,0,0,0.000235478806907378,0.000163988192850115,0,0,0,0,0,0.000812347684809098,0,0.00124031007751938,0.000512610211195407,0.00107729598707245,0,0,0,0.000725280038681602,0,0,6.35849176575316e-05,0.000737871241468364,0,0,0,0.000477156149349875,0.000677310111272375,0,7.73814129846011e-05,5.62461330783509e-05,0,0,0.000523903077930583,0,0.00143995392147451,0.000186671644577189,0.000659775676270068,0,0,0.000593765462642256,0.00109934039576255,0,0,0,0.000777604976671851,0,0,0,0.00279972624898899,0.00289743094456249
"40","Clostridium XVIII",0,0.000240413511239332,0,0.000102009588901357,0,0,0,0,0.00163788985190746,0,0.000467844675567712,0,9.69274013763691e-05,0,0,0,0,0.000723170378941279,0.000666222518321119,0,0,0,0,0,0.000274555563182099,0,4.16285072017317e-05,0,0,0,0,0.000796759843303898,0,0.000145426341558001,0,0.000464037122969838,0,0,0,0,0.000315756236185665,0.000601783467366924,0,0,0,0,0,0.000314613811546327,0.00502354788069074,0.00065595277140046,0.000791347929306252,0.0265633646928611,0.00259067357512953,0.00118413262285376,0.00749975650141229,0.00162469536961819,0.0012701100762066,0.00837209302325581,0.00194791880254255,0.00269323996768112,0.000136276914690651,0.00223059383364727,0.000690417011875173,0.0136191473930211,0,0.00498559716374917,0.00286132129458892,0.00885445489762036,0.00463241487185658,0.00131578947368421,0.000888625592417062,0.00274364785876178,0.0011611030478955,0.000915052615525393,0.0219763212876267,0.00821193542943922,0.00139285976101459,0.00756756756756757,0.0014407334643091,0.000712250712250712,0.00403187098012864,0.00149337315661751,0.00274906531779195,0.000338829907386492,0.00197879858657244,0.000593765462642256,0.0116430141914851,0.00147750167897918,0.00336867135638561,0.0058027079303675,0.0116640746500778,0.0278640776699029,0.00084554678692221,0,0,0.000193162062970833
"41","Collinsella",0,0,0,0,0,0,0,8.03406443319675e-05,0.00136490820992288,0.000119617224880383,0,0,0,0,0,8.37591088030823e-05,0,0.000144634075788256,7.40247242579021e-05,0,4.37234926325915e-05,0,2.67938481324688e-05,0,0,0,0,0.000201531640467553,0,0,0,0.0044485757917801,7.46268656716418e-05,0,0,0.000232018561484919,0,0,0,0,0.000157878118092832,0,0,8.26446280991736e-05,0,0,0,0,0,0,0,0,0,0,9.73994350832765e-05,0.0166531275385865,0,0,0,0,0,0.00436205016357688,0.000552333609500138,0.00185349343218631,0.000446030330062444,0,0,0.00129127467256964,0,0.00131578947368421,0,0,0,0,0,0,0,0,0.0129011132940406,0,0,0,0,0,0.00381625441696113,0.000791687283523008,0.00119928043174096,0.000268636668905306,0,0,0.0015552099533437,0,0.00126832018038331,0,0,0
"42","Comamonas",0,0,0,0,0,4.81718772580567e-05,0,8.03406443319675e-05,0.00518665119770696,0,0.000107964155900241,0,0,0,0,0,7.83269366335083e-05,0,0.000185061810644755,0,0,0.000509067769646834,2.67938481324688e-05,0.000192307692307692,0.000137277781591049,0,0,0,0,0,0.000282485875706215,0.00405019587012815,0,0,0.000130327121073895,0.000232018561484919,0,0,0,0,0,0,0,8.26446280991736e-05,0.000153806716226609,0,0,0,0,0.000163988192850115,0,0,5.63189907636855e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000154762825969202,0,0,0,0,0,0,0,0,0,0,0,0,0,9.90785693054592e-05,0,0,0,0,0,0,0
"43","Coprobacillus",0,0.00168289457867532,0.000352319436288902,0.00132612465571764,0.0156934306569343,0.00240859386290284,0,0.000562384510323773,0,0.000119617224880383,0.00136754597473638,0.00309252845126175,0.00145391102064554,0.000965250965250965,0.00679172056921087,0.00619817405142809,0.000156653873267017,0.000867804454729534,0.000296098897031609,0,0.000437234926325915,0.000318167356029271,0.00225068324312738,0.00173076923076923,0.00144141670670602,0.000309741365959424,0.00162351178086754,0.0169286577992745,0.00246663715135033,0.000176678445229682,0,0.000796759843303897,0.000447761194029851,0.000921033496534006,0.00247621530040401,0.000696055684454756,0.000753891967281089,0.0054920913884007,0.0062984496124031,0.000565702278972038,0.00110514682664983,0.000273537939712238,0.00058350622406639,0.000619834710743802,0.000307613432453217,0.00210620813479732,0.00186046511627907,0,0,0,0.000263782643102084,0,0.00225275963054742,0,0.00243498587708191,0.000203086921202275,0,0.00062015503875969,0.000102522042239081,0.000269323996768112,0,0,0.000276166804750069,0,0,0.000110791048083315,0,0.000184467810367091,0.000782096017326435,0.000219298245614035,0.000197472353870458,0,9.67585873246251e-05,0.000305017538508464,7.73814129846011e-05,0.00523089037628663,0,0.00334152334152334,0.000130975769482646,0.000213675213675214,0.00249592013055582,0.000186671644577189,0,0.000451773209848656,0,0,4.99700179892065e-05,0,9.90785693054592e-05,0,8.6400552963539e-05,0.00155339805825243,7.04622322435175e-05,0,0,0
"44","Coprococcus",0,0.000721240533717995,0.00164415736934821,0,0.00218978102189781,9.63437545161135e-05,0,0.000241021932995903,0,0,0.00097167740310217,0.00643245917862444,0.0094019579335078,0,0,0.00167518217606165,0,0.000144634075788256,0,0,0,0,0,0,0.000755027798750772,0.00077435341489856,0,0.00382910116888351,0.00012649421288976,0,0,0,0,0.00106645983809201,0.00677701029584256,0.00881670533642691,0,0,0.00129198966408269,0,0,0,0,0,0,0,0,0,0.00557299843014129,0.00032797638570023,0,0,0.000112637981527371,0,0,0,0,0,0.00625384457658396,0.00148128198222462,0,0.00723703777138892,0.00248550124275062,0,0.000446030330062444,0,0.00133528327080816,0,0,0.0203947368421053,0,0.00656089705356078,9.67585873246251e-05,0.000152508769254232,0,0.00151864559311547,0,0,0,0,0,0.00588015680418145,0.00186936441609853,0,0.00932862190812721,0.00188025729836715,0,0.000134318334452653,0,0.00136534304243941,0,0,0.0124718151071026,0,0,0
"45","Coraliomargarita",0,0,0,0.000816076711210854,0,0.000818921913386965,0.000596480763495377,0.000482043865991805,0,0,0.00212329506603808,0.00024740227610094,0.000678491809634584,0,0,0.00117262752324315,0,0,0.000518173069805315,0,0,0,0.000937784684636407,0.00230769230769231,0.000343194453977624,0,0.00141536924485888,0,0.000505976851559041,0.00106007067137809,0,0,0,0.00237529691211401,0.000521308484295582,0.00116009280742459,0,0,0.00113049095607235,0,0,0.00109415175884895,0.000194502074688797,0,0,0.000586976037566466,0.00423772609819121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032234668385849,0,0,6.35849176575316e-05,0.00147574248293673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304817109734159,0,0,0,0.00112320718852601,0,0,0,0,0
"46","Corynebacterium",0,0.000360620266858998,0,0.000714067122309497,0.000364963503649635,0.000192687509032227,9.94134605825629e-05,0.00064272515465574,0.00320753429331877,0.000358851674641149,0.000899701299168676,0.00098960910440376,0.000775419211010953,0,0,0.000167518217606165,0.00140988485940315,0,0.00125842031238433,0,8.7446985265183e-05,0.000572701240852688,0.00133969240662344,0.000576923076923077,0.000960944471137345,0.000154870682979712,0.000749313129631171,0,0.0003162355322244,0,0.000564971751412429,0.00318703937321559,0.000298507462686567,0.00140578796839401,0.000651635605369477,0.00232018561484918,0,0.000219683655536028,0.000161498708010336,0.00113140455794408,0,0.000875321407079162,0.00110217842323651,0.000165289256198347,0.000461420148679826,0.00155376009944065,0.000516795865633075,0.00880918672329715,0.00596546310832025,0.0191866185634635,0.00316539171722501,0.0127282789153292,0,0.00671008486283797,0.000389597740333106,0,0.00423370025402202,0,0.000615132253434488,0.000134661998384056,0.00190787680566912,0.0124417567165659,0.00635183650925159,0.00564106696752357,0.00557537912578055,0.00188344781741635,0.0117632097666434,0.00368935620734181,0.000962579713632535,0.00241228070175439,0.0110584518167456,0.00477156149349875,0.0199322689888728,0.00503278938538966,0.0150119941190126,0,0.00630452312880287,0.000491400491400491,0,0.00170940170940171,0,0.000466679111442972,0.000329887838135034,0.00169414953693246,0.00579505300353357,0.00455220188025729,0.00609634219468319,0.00416386836803223,0.00237788566333102,0.0110365229263853,0.00648004147226542,0.0012621359223301,0.00183201803833146,0,0,0
"47","Desulfovibrio",0,0,0,0,0,0,0,0,0.000272981641984577,0,0,0,0,0,0,0,0,0,0,0,4.37234926325915e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163988192850115,0,0,0,0,0,0.00152315190901706,0,0,0.000205044084478163,0.000134661998384056,0,4.95687518588282e-05,0,8.05866709646224e-05,0,0.000110791048083315,0,0,6.01612321020335e-05,0,0,0,0,0,0,0,0,0,0.000785854616895874,0,0,0.000373343289154377,0,0,0.000141342756183746,0,0.000349790125924445,0,0,0,0,0.00029126213592233,0.000140924464487035,0,0,0
"48","Dialister",0,0.000120206755619666,0,0.00397837396715291,0.000364963503649635,0.00505804711209596,0.000596480763495378,0.00104442837631558,0,0.00897129186602871,0.000539820779501205,0.00185551707075705,0.000290782204129107,0.00018385732671447,0,0.00628193316023118,0.00822432834651838,0.000289268151576511,0.00884595454881931,0,0.0020550041537318,0.000254533884823418,0.000910990836503939,0.000384615384615384,0.000343194453977623,0.000154870682979712,0.00333028057613854,0.000201531640467553,0.00562899247359433,0.00088339222614841,0.000847457627118645,0,0.00940298507462686,0.000533229919046003,0.00130327121073895,0.000464037122969838,0.000226167590184327,0,0.00855943152454781,0.00775820268304509,0.000157878118092832,0.00880792165873406,0.00667790456431535,0.00161157024793388,0.000205075621635478,0.00103584006629376,0.000103359173126615,0.00298883120969011,0.00196232339089482,0.00196785831420137,0.0286204167765761,0.0282235749861649,0.000168956972291057,0.00947306098283007,0,0.000203086921202275,0.0220152413209145,0.00821705426356589,0.00184539676030347,0.000403985995152168,0,0.00153663130762367,0.000552333609500138,0.000483520025787734,0.00490633363068688,0.00387768668291602,0.000572264258917785,0,0,0.000109649122807018,0.00217219589257504,0.00137182392938089,0.00474117077890663,0.0355345432362361,0.0335835332353169,0.000562461330783509,0.00960340151015321,0,0.00045841519318926,0.0128917378917379,0.0100796774503216,0.00270673884636924,0.000439850450846712,0.000225886604924328,0.000706713780918728,0.000197921820880752,0.000399760143913652,0.0048354600402955,0.00148617853958189,0.00250312891113892,0.000518403317781234,0,0.000775084554678692,0,0,0
"49","Dorea",0,0,0,0,0,0,0,0,0.00368525216679178,0,7.19761039334941e-05,0,0.000193854802752738,0,0,0,0,0,0.000111037086386853,0,0,0,0,0,0,0,0,0,0,0,0,0.00239027952991169,7.46268656716418e-05,4.84754471860003e-05,0,0,0,0,0,0,0,0.000109415175884895,0,0,0,0,0,0.00047192071731949,0.0010989010989011,0.000655952771400459,0.00065945660775521,0.0012174875484228,0.00050687091687317,0.000789421748569173,0.00418817570858089,0.00456945572705118,0.0012701100762066,0.00186046511627907,0.00522862415419315,0.0171020737947751,0.00109021531752521,0.00208188757807078,0.000552333609500138,0.00177290676122169,0.00245316681534344,0.00387768668291602,0.00203471736504101,0.000553403431101273,0.00192515942726507,0.00120614035087719,0.000197472353870458,0.00334009304544913,0.00164489598451863,0.000610035077016928,0.00131548402073822,0.00140615332695877,0.000586467267795616,0.00619164619164619,0.00294695481335952,0.000356125356125356,0.00297590477104733,0.00420011200298675,0.0125357378491313,0.00203297944431895,0.0015547703180212,0.000593765462642256,0.00109934039576254,0.0022834116856951,0.00148617853958189,0.004664922061668,0.000777604976671851,0.00941747572815534,0.00112739571589628,0,0,0
"50","Eggerthella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010989010989011,0,0.000263782643102084,0,0.000450551926109485,0,0,0,0,0,0,0.000134661998384056,0.000136276914690651,0.000495687518588282,0,0,0.00289919714540589,0,6.35849176575316e-05,0,0,0.000657894736842105,0,0.00119289037337469,0,0,7.73814129846011e-05,0.000281230665391755,0,0,0,0,0,9.33358222885944e-05,0,0.000903546419697312,0.00113074204946996,9.8960910440376e-05,0,0.00134318334452653,0,0,0,0,0.00105693348365276,0,0,0
"51","Eggerthia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000205044084478163,0,0,0,0,0,0,0,6.35849176575316e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000373343289154377,0,0.000225886604924328,0,0,0,0,0,0,0,0,0,0,0,0
"52","Enterococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199189960825974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000157306905773163,0,0,0,0,0,0,0,0,0,0,0.00071765429567357,0,0.000136276914690651,9.91375037176564e-05,0.000414250207125104,0.000241760012893867,0,0,0.00076301901189038,0,0,0.000109649122807018,0.00118483412322275,0,0,0,0,0,0,0,0.000130975769482646,0,0,0.000560014933731566,0,0.000451773209848656,0.000565371024734982,9.8960910440376e-05,9.9940035978413e-05,0,0,0.000910228694959609,0,0,0,0,0,0
"53","Erysipelotrichaceae_incertae_sedis",0,0,0,0.000204019177802713,0,0.00028903126354834,0,0,0.00129666279942674,0.000717703349282297,7.19761039334941e-05,0.00012370113805047,0,0,0,0,7.83269366335083e-05,0,0.000555185431934266,0,0,0,0,0,0.000137277781591049,0,0.000582799100824244,0,6.32471064448801e-05,0,0.000282485875706215,0.000464776575260607,0.000298507462686567,4.84754471860003e-05,0,0,0,0,0,0,0,0.000820613819136714,0,0,0,0,0,0.0029888312096901,0.00196232339089482,0.00032797638570023,0.00171458718016355,0.00110680686220255,0.000168956972291057,0.000789421748569173,0.000681796045582936,0.00192932575142161,0,0.00124031007751938,0.00871437359032191,0.000942633988688392,0.000136276914690651,0.00133835630018836,0,0.00338464018051414,0.0104817127564674,0.00620429869266564,0.0013988681884657,0.00295148496587346,0.00421128624714234,0.00679824561403509,0.00355450236966825,0.00167004652272457,0.00222544750846638,0.00183010523105078,0.00108333978178441,0.00129366106080207,0.00131955135254014,0.00058968058968059,0.00117878192534382,0.000356125356125356,0.000863972352884708,0.00774687324995333,0.00054981306355839,0.000112943302462164,0.00127208480565371,0.000296882731321128,0.00244853088147111,0.0128945601074547,0.0048548498959675,0.00147912162930936,0.0026784171418697,0.0106796116504854,0.00472096956031567,0,0,0
